player_name,url,position,shoots,height,weight_lb,weight_kg,height_cm,birthdate,birthplace,college,high_school,draft,nba_debut,games,points,rebounds,assists,fg_percentage,fg3_percentage,ft_percentage,efg_percentage
Cedric Ball,https://www.basketball-reference.com/players/b/ballce01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Worcester, Massachusetts
us",UNC Charlotte,"South in Worcester, Massachusetts",,"November 14, 1990",7,1.1,1.6,0.0,37.5,,100.0,37.5
LaMelo Ball,https://www.basketball-reference.com/players/b/ballla01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Anaheim, California
us",,"Chino Hills in Chino Hills, California","Charlotte Hornets, 1st round (3rd pick, 3rd overall), 2020 NBA Draft","December 23, 2020",206,21.1,6.1,7.4,42.6,,83.6,51.3
Lonzo Ball,https://www.basketball-reference.com/players/b/balllo01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Anaheim, California
us",UCLA,"Chino Hills in Chino Hills, California","Los Angeles Lakers, 1st round (2nd pick, 2nd overall), 2017 NBA Draft","October 19, 2017",264,11.6,5.6,6.1,39.8,,58.8,50.5
Greg Ballard,https://www.basketball-reference.com/players/b/ballagr01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Los Angeles, California
us",Oregon,"Garey in Pomona, California","Washington Bullets, 1st round (4th pick, 4th overall), 1977 NBA Draft","October 21, 1977",802,12.4,6.1,2.2,47.2,,78.7,47.7
Herschel Baltimore,https://www.basketball-reference.com/players/b/baltihe01.html,"Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Duryea, Pennsylvania
us",Penn State,"New Castle in New Castle, Pennsylvania",,"November 2, 1946",58,2.4,-,0.3,20.2,,46.4,
Mo Bamba,https://www.basketball-reference.com/players/b/bambamo01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Harlem, New York
us",Texas,"Westtown School in West Chester, Pennsylvania","Orlando Magic, 1st round (6th pick, 6th overall), 2018 NBA Draft","October 17, 2018",347,6.9,5.5,0.9,47.5,,68.1,54.8
Paolo Banchero,https://www.basketball-reference.com/players/b/banchpa01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Seattle, Wash",Duke,"O'Dea in Seattle, Washington","Orlando Magic, 1st round (1st pick, 1st overall), 2022 NBA Draft","October 19, 2022",157,21.6,7.0,4.6,44.4,,72.7,48.5
Desmond Bane,https://www.basketball-reference.com/players/b/banede01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Richmond, Indiana
us",TCU,"Seton Catholic in Richmond, Indiana","Boston Celtics, 1st round (30th pick, 30th overall), 2020 NBA Draft","December 23, 2020",267,17.2,4.3,3.4,46.8,,87.6,56.4
Gene Banks,https://www.basketball-reference.com/players/b/banksge01.html,"Small Forward and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Philadelphia, Pennsylvania
us",Duke,"West Philadelphia in Philadelphia, Pennsylvania","San Antonio Spurs, 2nd round (5th pick, 28th overall), 1981 NBA Draft","October 30, 1981",468,11.3,5.8,2.9,53.9,,73.0,53.9
Marcus Banks,https://www.basketball-reference.com/players/b/banksma01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Las Vegas, Nevada
us",,"Cimarron Memorial in Las Vegas, Nevada","Memphis Grizzlies, 1st round (13th pick, 13th overall), 2003 NBA Draft","October 29, 2003",348,5.9,1.5,2.1,43.2,,76.8,46.9
Walker Banks,https://www.basketball-reference.com/players/b/bankswa01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,,Western Kentucky,,"New York Knicks, 9th round (17th pick, 153rd overall), 1970 NBA Draft",,16,2.6,3.1,0.5,50.0,,41.2,50.0
Ken Bannister,https://www.basketball-reference.com/players/b/bannike01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Baltimore, Maryland
us",,"Southwestern in Baltimore, Maryland","New York Knicks, 7th round (17th pick, 156th overall), 1984 NBA Draft","October 27, 1984",253,5.9,3.5,0.4,48.8,,49.2,48.8
Mike Bantom,https://www.basketball-reference.com/players/b/bantomi01.html,"Small Forward and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Philadelphia, Pennsylvania
us",Saint Joseph's,"Roman Catholic in Philadelphia, Pennsylvania","Phoenix Suns, 1st round (8th pick, 8th overall), 1973 NBA Draft","October 10, 1973",706,12.1,6.4,2.3,46.8,,69.2,46.8
Dalano Banton,https://www.basketball-reference.com/players/b/bantoda01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Toronto, Ontario
ca",Nebraska,,"Toronto Raptors, 2nd round (16th pick, 46th overall), 2021 NBA Draft","October 20, 2021",174,6.6,2.3,1.9,41.1,,71.3,46.8
Cat Barber,https://www.basketball-reference.com/players/b/barbeca01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Newport News, Virg",NC State,"Hampton in Hampton, Virginia",,"December 25, 2021",3,0.0,1.0,1.0,0.0,,0.0,0.0
John Barber,https://www.basketball-reference.com/players/b/barbejo01.html,"Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Forward


  
  ▪
  
  
  
  
  Right",,,,,,,"California State University, Los Angeles","Pruitt in Atlanta, Texas","Minneapolis Lakers, 7th round (3rd pick, 51st overall), 1956 NBA Draft","February 3, 1957",5,1.4,1.2,0.0,25.0,,50.0,
Leandro Barbosa,https://www.basketball-reference.com/players/b/barbole01.html,"Shooting Guard and Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Sao Paulo, Brazil
br",,,"San Antonio Spurs, 1st round (28th pick, 28th overall), 2003 NBA Draft","November 12, 2003",850,10.6,2.0,2.1,45.9,,82.1,52.6
Steve Bardo,https://www.basketball-reference.com/players/b/bardost01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Henderson, Kentucky
us",Illinois,"Carbondale in Carbondale, Illinois","Atlanta Hawks, 2nd round (14th pick, 41st overall), 1990 NBA Draft","February 19, 1992",33,2.2,1.8,1.3,32.9,,69.6,33.5
J.J. Barea,https://www.basketball-reference.com/players/b/bareajo01.html,"Point Guard and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Mayaguez, Puerto Rico
pr",Northeastern University,"Miami Christian School in Miami, Florida",,"November 4, 2006",831,8.9,2.1,3.9,42.4,,79.4,48.5
Andrea Bargnani,https://www.basketball-reference.com/players/b/bargnan01.html,"Center and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Rome, Italy
it",,,"Toronto Raptors, 1st round (1st pick, 1st overall), 2006 NBA Draft","November 1, 2006",550,14.3,4.6,1.2,43.9,,82.4,48.6
Cliff Barker,https://www.basketball-reference.com/players/b/barkecl01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Yorktown, Indiana
us",Kentucky,"Yorktown in Yorktown, Indiana","Washington Capitols, 5th round, 1949 BAA Draft","November 1, 1949",149,3.7,1.8,2.0,31.6,,66.2,
Tom Barker,https://www.basketball-reference.com/players/b/barketo01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,Harl,,"Weslaco in Weslaco, Texas","Atlanta Hawks, 4th round (2nd pick, 53rd overall), 1976 NBA Draft","October 21, 1976",98,6.5,5.3,0.8,42.2,,69.2,
Charles Barkley,https://www.basketball-reference.com/players/b/barklch01.html,"Power Forward and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Leeds, Alabama
us",Auburn,"Leeds in Leeds, Alabama","Philadelphia 76ers, 1st round (5th pick, 5th overall), 1984 NBA Draft","October 26, 1984",1073,22.1,11.7,3.9,54.1,,73.5,55.8
Erick Barkley,https://www.basketball-reference.com/players/b/barkler01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Queens, New York
us",St. John's,,"Portland Trail Blazers, 1st round (28th pick, 28th overall), 2000 NBA Draft","November 2, 2000",27,2.9,0.8,1.5,35.6,,90.0,37.8
Don Barksdale,https://www.basketball-reference.com/players/b/barksdo01.html,"Power Forward and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Oakland, California
us",UCLA,"Berkeley in Berkeley, California",,"November 1, 1951",262,11.0,8.0,2.1,37.0,,66.0,
Dominick Barlow,https://www.basketball-reference.com/players/b/barlodo01.html,"Power Forward and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Hackensack, New Jersey
us",,,,"November 2, 2022",64,4.0,3.4,0.9,51.2,,69.6,52.2
Harrison Barnes,https://www.basketball-reference.com/players/b/barneha02.html,"Power Forward and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Ames, Iowa
us",UNC,"Ames in Ames, Iowa","Golden State Warriors, 1st round (7th pick, 7th overall), 2012 NBA Draft","October 31, 2012",941,13.9,4.8,1.8,45.7,,80.9,52.2
Harry Barnes,https://www.basketball-reference.com/players/b/barneha01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,,Northeastern University,,"San Diego Rockets, 4th round (1st pick, 37th overall), 1968 NBA Draft","October 17, 1968",22,2.0,1.2,0.2,28.1,,53.8,
Jim Barnes,https://www.basketball-reference.com/players/b/barneji01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,"Tuckerman, Arkansas
us",Texas-El Paso,"Stillwater in Stillwater, Oklahoma","New York Knicks, 1st round (1st pick, 1st overall), 1964 NBA Draft","October 30, 1964",454,8.8,6.5,0.8,42.9,,68.4,
Marvin Barnes,https://www.basketball-reference.com/players/b/barnema01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Providence, Rhode Island
us",Providence,"Central in Providence, Rhode Island","Philadelphia 76ers, 1st round (2nd pick, 2nd overall), 1974 NBA Draft","November 24, 1976 ▪ ABA Debut: October 18, 1974",315,16.0,9.1,2.1,48.1,,69.1,48.1
Matt Barnes,https://www.basketball-reference.com/players/b/barnema02.html,"Small Forward and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Santa Clara, California
us",UCLA,"Del Campo in Sacramento, California","Memphis Grizzlies, 2nd round (17th pick, 46th overall), 2002 NBA Draft","January 19, 2004",929,8.2,4.6,1.8,43.6,,74.5,51.3
Scottie Barnes,https://www.basketball-reference.com/players/b/barnesc01.html,"Power Forward, Shooting Guard, and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward, Shooting Guard, and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"West Palm Beach, Florida
us",Florida State,,"Toronto Raptors, 1st round (4th pick, 4th overall), 2021 NBA Draft","October 20, 2021",229,16.9,7.4,4.9,47.1,,76.0,51.1
Dick Barnett,https://www.basketball-reference.com/players/b/barnedi01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Left",,,,,,"Gary, Indiana
us",Tennessee State,"Roosevelt in Gary, Indiana","Syracuse Nationals, 1st round (5th pick, 5th overall), 1959 NBA Draft","December 1, 1959",971,15.8,2.9,2.8,45.6,,76.1,
Jim Barnett,https://www.basketball-reference.com/players/b/barneji02.html,"Shooting Guard and Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Greenville, South Carol",Oregon,"Ramona in Riverside, California","Boston Celtics, 1st round (8th pick, 8th overall), 1966 NBA Draft","October 21, 1966",732,11.7,3.1,3.0,43.5,,79.7,
Nate Barnett,https://www.basketball-reference.com/players/b/barnena01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,,University of Akron,"Mervo in Baltimore, Maryland","Houston Rockets, 7th round (11th pick, 119th overall), 1975 NBA Draft",,12,2.3,0.7,0.7,46.2,,37.5,46.2
John Barnhill,https://www.basketball-reference.com/players/b/barnhjo01.html,"Point Guard and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Sturgis, Kentucky
us",Tennessee State,"Lincoln in Evansville, Indiana","St. Louis Hawks, 11th round (6th pick, 79th overall), 1959 NBA Draft","October 20, 1962 ▪ ABA Debut: October 17, 1969",589,8.6,2.5,2.9,40.6,,65.8,41.6
Norton Barnhill,https://www.basketball-reference.com/players/b/barnhno01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,W,Washington State,,"Seattle SuperSonics, 8th round (12th pick, 134th overall), 1976 NBA Draft","October 24, 1976",4,1.0,0.8,0.3,33.3,,-,
Leo Barnhorst,https://www.basketball-reference.com/players/b/barnhle01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Indianapolis, Indiana
us",Notre Dame,"Cathedral in Indianapolis, Indiana","Indianapolis Jets, 2nd round (2nd pick, 14th overall), 1949 BAA Draft (territorial selection)","November 1, 1949",344,9.4,5.4,3.2,36.8,,66.5,
John Barr,https://www.basketball-reference.com/players/b/barrjo01.html,"Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Forward


  
  ▪
  
  
  
  
  Right",,,,,,Shamok,Penn State,"Shamokin in Shamokin, Pennsylvania",,"November 2, 1946",58,5.1,-,0.9,28.3,,59.5,
Mike Barr,https://www.basketball-reference.com/players/b/barrmi01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Left",,,,,,"Canton, Ohio
us",Duquesne,"Lehman in Canton, Ohio","Chicago Bulls, 13th round (6th pick, 180th overall), 1972 NBA Draft","October 22, 1976 ▪ ABA Debut: October 12, 1972",307,5.9,2.1,2.8,47.9,,75.3,48.2
Moe Barr,https://www.basketball-reference.com/players/b/barrmo01.html,"Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Pittsburgh, Pennsylvania
us",Duquesne,"Penn Hills in Penn Hills, Pennsylvania",,"October 14, 1970",31,2.0,0.6,0.9,40.3,,84.6,
Andre Barrett,https://www.basketball-reference.com/players/b/barrean01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Bronx, New York
us",Seton Hall,"Rice in New York, New York",,"November 23, 2004",67,3.3,1.1,2.0,36.9,,72.7,40.5
Ernie Barrett,https://www.basketball-reference.com/players/b/barreer01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Pratt, Kansas
us",Kansas State,"Wellington in Wellington, Kansas","Boston Celtics, 1st round (7th pick, 7th overall), 1951 NBA Draft","November 1, 1953",131,4.9,2.6,1.7,36.9,,74.8,
Mike Barrett,https://www.basketball-reference.com/players/b/barremi01.html,"Shooting Guard and Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Montgomery, West Virg",West Virginia Tech,"Richwood in Richwood, West Virginia",,,187,13.4,3.2,3.9,44.0,,74.6,46.1
RJ Barrett,https://www.basketball-reference.com/players/b/barrerj01.html,"Shooting Guard and Small Forward


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Shooting Guard and Small Forward


  
  ▪
  
  
  
  
  Left",,,,,,"Toronto, Ontario
ca",Duke,"Montverde Academy in Montverde, Florida","New York Knicks, 1st round (3rd pick, 3rd overall), 2019 NBA Draft","October 23, 2019",355,18.8,5.5,3.2,43.7,,71.2,49.1
Earl Barron,https://www.basketball-reference.com/players/b/barroea01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Clarksdale, Mississippi
us",Memphis,"Clarksdale in Clarksdale, Mississippi",,"November 2, 2005",140,4.6,3.5,0.5,37.1,,70.2,37.3
Dana Barros,https://www.basketball-reference.com/players/b/barroda01.html,"Point Guard and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Boston, Massachusetts
us",Boston College,"Xaverian in Westwood, Massachusetts","Seattle SuperSonics, 1st round (16th pick, 16th overall), 1989 NBA Draft","November 3, 1989",850,10.5,1.9,3.3,46.0,,85.8,53.6
Brent Barry,https://www.basketball-reference.com/players/b/barrybr01.html,"Shooting Guard and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Hempstead, New York
us",Oregon State,"De La Salle Catholic in Concord, California","Denver Nuggets, 1st round (15th pick, 15th overall), 1995 NBA Draft","November 3, 1995",912,9.3,3.0,3.2,46.0,,82.3,57.0
Drew Barry,https://www.basketball-reference.com/players/b/barrydr01.html,"Point Guard and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Oakland, California
us",Georgia Tech,"De La Salle Catholic in Concord, California","Seattle SuperSonics, 2nd round (28th pick, 57th overall), 1996 NBA Draft","January 21, 1998",60,2.2,1.1,1.9,41.7,,77.4,53.4
Jon Barry,https://www.basketball-reference.com/players/b/barryjo01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Oakland, California
us",,"De La Salle Catholic in Concord, California","Boston Celtics, 1st round (21st pick, 21st overall), 1992 NBA Draft","December 8, 1992",821,5.7,1.8,2.2,43.4,,84.8,52.4
Rick Barry,https://www.basketball-reference.com/players/b/barryri01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Elizabeth, New Jersey
us",Miami (FL),"Roselle Park in Roselle Park, New Jersey","San Francisco Warriors, 1st round (4th pick, 4th overall), 1965 NBA Draft","October 15, 1965 ▪ ABA Debut: October 18, 1968",1020,24.8,6.7,4.9,45.6,,89.3,46.0
Ed Bartels,https://www.basketball-reference.com/players/b/barteed01.html,"Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Forward


  
  ▪
  
  
  
  
  Right",,,,,,"New York, New York
us",NC State,"La Salle Academy in New York, New York",,"October 29, 1949",32,4.2,4.9,1.0,25.1,,53.8,
Vic Bartolome,https://www.basketball-reference.com/players/b/bartovi01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,,Oregon State,"Santa Barbara in Santa Barbara, California","San Francisco Warriors, 6th round (2nd pick, 87th overall), 1970 NBA Draft","October 15, 1971",38,0.9,1.6,0.1,25.4,,80.0,
Will Barton,https://www.basketball-reference.com/players/b/bartowi01.html,"Shooting Guard and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Baltimore, Maryland
us",Memphis,"Brewster Academy in Wolfeboro, New Hampshire","Portland Trail Blazers, 2nd round (10th pick, 40th overall), 2012 NBA Draft","November 2, 2012",679,11.2,4.1,2.7,43.0,,78.7,49.8
Eddie Basden,https://www.basketball-reference.com/players/b/basdeed01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"New York, New York
us",UNC Charlotte,"Eleanor Roosevelt in Greenbelt, Maryland",,"November 7, 2005",19,2.1,1.5,0.4,40.5,,80.0,41.9
Jerry Baskerville,https://www.basketball-reference.com/players/b/baskeje01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Philadelphia, Pennsylvania
us",Temple,"Thomas Edison in Philadelphia, Pennsylvania",,"December 12, 1975",21,1.2,1.3,0.1,30.8,,62.5,
Brandon Bass,https://www.basketball-reference.com/players/b/bassbr01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,"Baton Rouge, Louisiana
us",LSU,"Capitol in Baton Rouge, Louisiana","New Orleans Hornets, 2nd round (3rd pick, 33rd overall), 2005 NBA Draft","November 1, 2005",758,8.7,4.5,0.8,49.9,,83.2,50.0
Paris Bass,https://www.basketball-reference.com/players/b/basspa01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,Birm,Detroit Mercy,"Seaholm in Birmingham, Michigan",,"January 2, 2022",2,3.0,2.0,0.0,33.3,,100.0,33.3
Tim Bassett,https://www.basketball-reference.com/players/b/basseti01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Left",,,,,,Wash,,"McKinley in Washington, District of Columbia","Buffalo Braves, 7th round (3rd pick, 106th overall), 1973 NBA Draft","October 22, 1976 ▪ ABA Debut: October 10, 1973",473,6.2,6.7,1.2,42.3,,58.8,42.4
Charles Bassey,https://www.basketball-reference.com/players/b/bassech01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Lagos, Nigeria
ng",Western Kentucky,,"Philadelphia 76ers, 2nd round (23rd pick, 53rd overall), 2021 NBA Draft","October 20, 2021",97,4.4,4.3,0.9,63.6,,62.8,64.1
Maceo Baston,https://www.basketball-reference.com/players/b/bastoma01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Corsicana, Texas
us",Michigan,"Spruce in Dallas, Texas","Chicago Bulls, 2nd round (29th pick, 58th overall), 1998 NBA Draft","February 12, 2003",105,2.7,1.7,0.2,61.6,,74.0,62.5
Mengke Bateer,https://www.basketball-reference.com/players/b/bateeme01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,Beij,,,,"February 27, 2002",46,3.4,2.5,0.6,39.1,,74.4,40.7
Billy Ray Bates,https://www.basketball-reference.com/players/b/batesbi01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Kosciusko, Mississippi
us",Kentucky State University,"McAdams in Camden, Mississippi","Houston Rockets, 3rd round (3rd pick, 47th overall), 1978 NBA Draft","February 23, 1980",187,11.7,1.7,1.9,47.4,,79.6,48.3
Emoni Bates,https://www.basketball-reference.com/players/b/batesem01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Ann Arbor, Michigan
us",,,"Cleveland Cavaliers, 2nd round (19th pick, 49th overall), 2023 NBA Draft","October 28, 2023",15,2.7,0.9,0.7,30.6,,25.0,40.8
Keita Bates-Diop,https://www.basketball-reference.com/players/b/bateske01.html,"Small Forward and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,Bloom,Ohio State,"University in Normal, Illinois","Minnesota Timberwolves, 2nd round (18th pick, 48th overall), 2018 NBA Draft","October 26, 2018",283,6.0,3.0,0.9,47.4,,75.1,52.9
Esteban Batista,https://www.basketball-reference.com/players/b/batises01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Left",,,,,,"Montevideo, Uruguay
uy",,,,"November 2, 2005",70,1.7,2.5,0.2,43.8,,61.7,43.8
Mike Batiste,https://www.basketball-reference.com/players/b/batismi01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Long Beach, California
us",Arizona State,"Wilson in Long Beach, California",,"November 1, 2002",75,6.4,3.4,0.7,42.2,,78.4,44.1
Tony Battie,https://www.basketball-reference.com/players/b/battito01.html,"Center and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Dallas, Texas
us",Texas Tech,"South Oak Cliff in Dallas, Texas","Denver Nuggets, 1st round (5th pick, 5th overall), 1997 NBA Draft","October 31, 1997",837,6.1,5.1,0.6,48.8,,69.0,49.0
Shane Battier,https://www.basketball-reference.com/players/b/battish01.html,"Small Forward and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,Birm,Duke,"Detroit Country Day in Beverly Hills, Michigan","Memphis Grizzlies, 1st round (6th pick, 6th overall), 2001 NBA Draft","November 1, 2001",977,8.6,4.2,1.8,43.7,,74.3,52.9
